TF	Gene
NFE2L3	ZBTB7B
NFE2L3	ZNF316
NFIC	ABLIM3
NFIC	ACSL5
NFIC	AFF3
NFIC	ANXA5
NFIC	APCDD1
NFIC	ARMC7
NFIC	ASCL1
NFIC	AXIN2
NFIC	B3GALT1
NFIC	BMP4
NFIC	C11orf53
NFIC	C9orf72
NFIC	CACNB2
NFIC	CBX4
NFIC	CCDC170
NFIC	CD63
NFIC	CDO1
NFIC	CELF4
NFIC	CES1P1
NFIC	CHD9
NFIC	CIB4
NFIC	CITED1
NFIC	CLSTN2
NFIC	CNKSR2
NFIC	CPEB3
NFIC	CYB5B
NFIC	CYP2A13
NFIC	DAB2
NFIC	DACH1
NFIC	DACT1
NFIC	DCBLD2
NFIC	DDI2
NFIC	DERA
NFIC	DGKZ
NFIC	DHRS3
NFIC	DHRS9
NFIC	DNAJA1P5
NFIC	DNAJB12
NFIC	DTNA
NFIC	DUSP8
NFIC	EFR3B
NFIC	ETV1
NFIC	ETV5
NFIC	ETV6
NFIC	FAM129A
NFIC	FAM49B
NFIC	FAM9C
NFIC	FBXO40
NFIC	FGGY
NFIC	FMN1
NFIC	FOLR3
NFIC	FRK
NFIC	GCNT1
NFIC	GOT1
NFIC	GTSF1L
NFIC	HMBOX1
NFIC	IFNG
NFIC	IGF2BP2
NFIC	IHH
NFIC	IQGAP2
NFIC	IRAK4
NFIC	ITFG1-AS1
NFIC	ITK
NFIC	KCNA4
NFIC	KCNMA1
NFIC	KHK
NFIC	KIAA1456
NFIC	KLF3-AS1
NFIC	KLHL38
NFIC	LINC00303
NFIC	LINC00641
NFIC	LINC00901
NFIC	LINC00992
NFIC	LINC01101
NFIC	LINC01224
NFIC	LINC01358
NFIC	LINC01422
NFIC	LRP4
NFIC	LRRC37A5P
NFIC	LRRC9
NFIC	MAD2L2
NFIC	MAML3
NFIC	MED12L
NFIC	MEGF10
NFIC	MFN2
NFIC	MID1
NFIC	MXI1
NFIC	MYOM1
NFIC	NFATC4
NFIC	NFIA-AS2
NFIC	NFIL3
NFIC	NRP2
NFIC	ODF2L
NFIC	OSBPL1A
NFIC	P2RY10
NFIC	PABPC1L2B
NFIC	PACRG-AS1
NFIC	PAFAH2
NFIC	PDE3A
NFIC	PDZK1
NFIC	PRR5L
NFIC	PTBP2
NFIC	PXN
NFIC	PYGL
NFIC	QPCT
NFIC	RAB11FIP4
NFIC	RAB5A
NFIC	RABL2A
NFIC	RBMS1
NFIC	RBMS3
NFIC	RIPPLY1
NFIC	RNF182
NFIC	RREB1
NFIC	RTN4R
NFIC	RYR3
NFIC	SCML4
NFIC	SESN3
NFIC	SHOC2
NFIC	SLC25A5
NFIC	SLC6A8
NFIC	SLC9A2
NFIC	SORBS2
NFIC	SOX9-AS1
NFIC	SP5
NFIC	ST6GALNAC1
NFIC	STEAP4
NFIC	TET2
NFIC	TM4SF1
NFIC	TNIK
NFIC	TRHDE
NFIC	TRIM22
NFIC	TWIST2
NFIC	UBE2Q2P2
NFIC	UGCG
NFIC	ZBTB20
NFIC	ZNRF2
NFIC	ZPLD1
NFIX	LINC01101
NFIX	MYOM3
NFIX	NFIX
NFIX	TSPEAR-AS1
NFIX	WIZ
NFIX	ACSL6
NFIX	ADAMTS19-AS1
NFIX	ADAMTS3
NFIX	ANO4
NFIX	C1QTNF7
NFIX	CACNA1A
NFIX	CAPN1
NFIX	CBX8
NFIX	CNRIP1
NFIX	COL13A1
NFIX	COL2A1
NFIX	DACT1
NFIX	DMD
NFIX	DNM3-IT1
NFIX	EPHA4
NFIX	ESRRA
NFIX	FBXL16
NFIX	FEZF2
NFIX	FGF14
NFIX	FGGY
NFIX	FZD10-AS1
NFIX	GAS1
NFIX	HELT
NFIX	HHIP-AS1
NFIX	HNRNPH3
NFIX	HOXC5
NFIX	HOXC6
NFIX	IHH
NFIX	IRF2BP1
NFIX	ITPR3
NFIX	KBTBD12
NFIX	KCNA6
NFIX	KIRREL3
NFIX	L3MBTL3
NFIX	LINC00403
NFIX	LINC01229
NFIX	MCTP2
NFIX	MLIP
NFIX	MLLT3
NFIX	MMP2
NFIX	MNT
NFIX	NEUROG1
NFIX	NHS
NFIX	NPPC
NFIX	NTN1
NFIX	NTRK3
NFIX	OAF
NFIX	OSMR
NFIX	PPP1CB
NFIX	PPP1CC
NFIX	PRIMA1
NFIX	PRR12
NFIX	PRR5L
NFIX	RIMS3
NFIX	RIPPLY2
NFIX	RXRA
NFIX	SLITRK3
NFIX	SP7
NFIX	STC1
NFIX	TACC2
NFIX	TBL1X
NFIX	TMC3
NFIX	TMTC1
NFIX	TXNDC16
NFIX	ZADH2
NFIX	ZNF282
NFIX	ZNF462
NFIX	BPIFB2
NFIX	CXXC5
NFIX	HTRA1
NFIX	PITPNC1
NFIX	SCN1A
NFKB1	NFKB1
NFKB1	TANK
NFKB1	UBE2D3
NFKB1	AKAP13
NFKB1	LINC01271
NFKB1	UBL3
NFKB2	NFKB2
NFKB2	PFN1
NFKB2	RELA
NFKB2	CD70
NFKB2	CMAS
NFKB2	FOXP3
NFKB2	GABRA6
NFKB2	AGAP2
NFKB2	IGFBP6
NFKB2	IL2
NFKB2	ILK
NFKB2	METTL9
NFKB2	OPTN
NFKB2	RIPK2
NFKB2	RSPO1
NFKB2	TMPRSS2
NFKB2	MAN2B1
NFKB2	MUC5AC
NFKB2	PHYH
NFKB2	CD24
NFKB2	PCAT29
NFKB2	ALPI
NFKB2	CXCR2P1
NFKB2	CYP26A1
NFKB2	EZR-AS1
NFKB2	GSTM4
NFKB2	MAT2B
NFKB2	PI3
NFKB2	RFWD2
NFKB2	TBX2
NFKB2	VASP
NFKB2	ATG16L2
NFKB2	DOCK6
NFKB2	GPR87
NFKB2	HAS2-AS1
NFKB2	ICA1
NFKB2	INSM1
NFKB2	LINC00299
NFKB2	MAP2K3
NFKB2	NDRG2
NFKB2	NEURL3
NFKB2	PLP1
NFKB2	PRPH
NFKB2	RGS20
NFKB2	SOX5
NFKB2	STRADA
NFKB2	TSLP
NFYA	NEK10
NFYA	PPP2R5D
NFYA	RNF5
NFYA	ACKR3
NFYA	ACTL6A
NFYA	AGPAT1
NFYA	BRD2
NFYA	C20orf27
NFYA	C3orf49
NFYA	CDK19
NFYA	CNBP
NFYA	DNAJB11
NFYA	DUSP19
NFYA	E2F3
NFYA	EYS
NFYA	FABP7
NFYA	FAM213A
NFYA	HIST1H2BB
NFYA	HYI
NFYA	IFT27
NFYA	IL4
NFYA	LIN52
NFYA	LINC00521
NFYA	MDC1
NFYA	NFYA
NFYA	P2RX6
NFYA	PIN4
NFYA	POGZ
NFYA	POLR3K
NFYA	PPM1N
NFYA	PTBP1
NFYA	PXT1
NFYA	SERPINA6
NFYA	SETD5
NFYA	SFXN5
NFYA	SGMS2
NFYA	SLC51B
NFYA	SLC7A11-AS1
NFYA	SMIM21
NFYA	TBC1D22B
NFYA	WRNIP1
NFYA	YWHAZ
NFYA	ATAT1
NFYA	DVL3
NFYA	F10-AS1
NFYA	MSH5
NFYA	SSR1
NFYA	SYNCRIP
NFYA	TRIM59
NFYA	DDX39B
NFYA	ADGRF1
NFYA	C1orf87
NFYA	CNPY3
NFYA	METRN
NFYA	OR2H2
NFYA	PHF1
NFYA	SHBG
NFYA	UQCC2
NFYA	ZBED5-AS1
NFYA	ATP6V0A1
NFYA	LINC01124
NFYA	LRRC37A5P
NFYA	PTPRD
NFYA	FAIM2
NFYA	LINC00365
NFYA	ADCY10P1
NFYA	ARL15
NFYA	BTN2A3P
NFYA	CCDC167
NFYA	CSE1L
NFYA	DEXI
NFYA	DLX1
NFYA	DNAJB5
NFYA	ECT2
NFYA	ELOVL5
NFYA	FAM212B-AS1
NFYA	FAM46C
NFYA	FAM76B
NFYA	FLYWCH1
NFYA	FZD2
NFYA	GATA3-AS1
NFYA	GATAD2B
NFYA	GRHL2
NFYA	HES1
NFYA	HIST1H2BD
NFYA	HLA-L
NFYA	HMGB1
NFYA	HULC
NFYA	IDH3G
NFYA	IER5
NFYA	IL11RA
NFYA	ISL2
NFYA	KAT6B
NFYA	KCNA1
NFYA	KDM6B
NFYA	LBR
NFYA	LRRC37A6P
NFYA	MCM7
NFYA	NCAPD3
NFYA	NEU1
NFYA	OSBPL6
NFYA	PASK
NFYA	PGP
NFYA	PLA2G6
NFYA	PSMA3-AS1
NFYA	RAP2B
NFYA	RPUSD1
NFYA	SESN2
NFYA	SLC9C2
NFYA	SP9
NFYA	SRF
NFYA	TADA1
NFYA	TAF8
NFYA	THAP7
NFYA	THUMPD3-AS1
NFYA	USP18
NFYA	XPO1
NFYA	AIDA
NFYA	HIST1H3I
NFYA	LINC00431
NFYA	STEAP3-AS1
NFYA	TYR
NFYA	CSNK1A1L
NFYA	ESYT3
NFYA	ATXN7
NFYA	BPIFA2
NFYA	CCDC144CP
NFYA	CEP170
NFYA	CGN
NFYA	EBF1
NFYA	ELF5
NFYA	FEZF1
NFYA	KRT10
NFYA	LINC01269
NFYA	OPCML
NFYA	RRP36
NFYA	RXRG
NFYA	SPTY2D1-AS1
NFYA	HLA-F-AS1
NFYA	SMIM13
NFYA	TUBB
NFYA	FAM3B
NFYA	ACTL8
NFYA	ATAD2
NFYA	ATF2
NFYA	BRPF3
NFYA	CLIC6
NFYA	DICER1
NFYA	DOK5
NFYA	EFCAB6
NFYA	GATS
NFYA	HMGN3-AS1
NFYA	IQCB1
NFYA	IVNS1ABP
NFYA	JARID2
NFYA	MAP3K13
NFYA	NABP2
NFYA	NCAPH
NFYA	NCDN
NFYA	NHEG1
NFYA	OTUD5
NFYA	PCDH9
NFYA	PIP5KL1
NFYA	RAB3GAP2
NFYA	RPRD2
NFYA	SDE2
NFYA	TMEFF2
NFYA	TMEM159
NFYA	TMEM187
NFYA	TRPM4
NFYA	WDR6
NFYA	ZDHHC16
NFYA	TTLL5
NFYB	ADCK3
NFYB	CYP4F22
NFYB	DLG3
NFYB	EHF
NFYB	NFYB
NFYB	C19orf84
NFYB	ID4
NFYB	IL1RAPL1
NFYB	MAP3K14
NFYB	MED30
NFYB	PI4K2A
NFYB	STAP2
NFYB	TESK2
NFYC	CCDC61
NFYC	DDR2
NFYC	DMRTA2
NFYC	KDM4A
NFYC	NFYC
NFYC	POU3F3
NFYC	NLRP9
NFYC	SGMS2
NFYC	ACACA
NFYC	ADGRL3
NFYC	AHDC1
NFYC	ANKRD40
NFYC	AP3M2
NFYC	APEX2
NFYC	ARFGAP2
NFYC	ARL15
NFYC	ATF2
NFYC	ATF6B
NFYC	ATF7
NFYC	BAIAP2
NFYC	BARX2
NFYC	BCL7B
NFYC	BLVRA
NFYC	BORA
NFYC	C19orf73
NFYC	C1orf174
NFYC	CAMTA1
NFYC	CCDC159
NFYC	CCNK
NFYC	CDC42EP4
NFYC	CDKN1C
NFYC	CELF2
NFYC	CERS6
NFYC	CITED4
NFYC	CNEP1R1
NFYC	COL1A1
NFYC	CPT1A
NFYC	CRH
NFYC	CSF2
NFYC	CSTF3
NFYC	CTB-113P19.1
NFYC	CXXC4
NFYC	CYP26A1
NFYC	DACH2
NFYC	DBX1
NFYC	DDOST
NFYC	DDX10
NFYC	DLX3
NFYC	DPF3
NFYC	EEF1G
NFYC	EFCAB12
NFYC	EFCAB6
NFYC	EIF3I
NFYC	ELMO1
NFYC	ELOVL1
NFYC	ENPP4
NFYC	ENSA
NFYC	ENTPD7
NFYC	F11R
NFYC	FAM46D
NFYC	FARP2
NFYC	FBXO24
NFYC	FEZF2
NFYC	FGD4
NFYC	FGF7
NFYC	FN3KRP
NFYC	FOXG1
NFYC	FOXP2
NFYC	FRG2
NFYC	GALNT2
NFYC	GCAT
NFYC	GH2
NFYC	GNAT1
NFYC	GRK6
NFYC	HDX
NFYC	HIST2H2BC
NFYC	HNRNPAB
NFYC	HNRNPC
NFYC	HOXA6
NFYC	HPCAL4
NFYC	HTR2C
NFYC	IL4
NFYC	IPO9
NFYC	IRF2
NFYC	KATNBL1P6
NFYC	KCNK4
NFYC	KCNMB2
NFYC	KDM6A
NFYC	KIF1B
NFYC	KIF4B
NFYC	LINC00888
NFYC	LINC01135
NFYC	LINC01578
NFYC	LIX1L
NFYC	LMAN2L
NFYC	LSM4
NFYC	MEIS2
NFYC	MIR219A2
NFYC	MKRN1
NFYC	MTA3
NFYC	MTOR
NFYC	MUTYH
NFYC	NANOS1
NFYC	NAP1L4
NFYC	NCAPD2
NFYC	NEUROD2
NFYC	NFIA
NFYC	NFKB2
NFYC	NR4A2
NFYC	NUDT18
NFYC	OPCML
NFYC	ORMDL2
NFYC	OSBPL3
NFYC	OTX2
NFYC	PARS2
NFYC	PC
NFYC	PDE6D
NFYC	PDPN
NFYC	PHRF1
NFYC	PIM2
NFYC	PLGRKT
NFYC	PMF1-BGLAP
NFYC	POTEF
NFYC	PRDM11
NFYC	PRKAG3
NFYC	PTF1A
NFYC	RAD54B
NFYC	RALGPS1
NFYC	RANGRF
NFYC	RASL11B
NFYC	RBM14
NFYC	RFX5
NFYC	RNF26
NFYC	RPS6KA2
NFYC	SAP130
NFYC	SEMA4B
NFYC	SEPT5
NFYC	SF1
NFYC	SF3B2
NFYC	SH3TC2
NFYC	SIX6
NFYC	SLC10A4
NFYC	SLC25A22
NFYC	SLC25A5
NFYC	SLC25A5-AS1
NFYC	SLC32A1
NFYC	SLC39A9
NFYC	SNRPD2
NFYC	SP2-AS1
NFYC	SP8
NFYC	SPCS3
NFYC	SPTBN1
NFYC	ST3GAL3
NFYC	STARD5
NFYC	STK10
NFYC	STT3A
NFYC	SVIL
NFYC	TANC1
NFYC	TEX101
NFYC	THG1L
NFYC	TIGD3
NFYC	TMEM256-PLSCR3
NFYC	TMEM257
NFYC	TNF
NFYC	TRAF7
NFYC	TRHDE
NFYC	TRNP1
NFYC	TSC22D4
NFYC	TSPAN2
NFYC	TTF2
NFYC	TXLNA
NFYC	UBE2U
NFYC	UBE4B
NFYC	UBXN10-AS1
NFYC	VAMP1
NFYC	VCP
NFYC	WASF2
NFYC	WDR45
NFYC	WIPI1
NFYC	WNT8B
NFYC	XRCC3
NFYC	XRRA1
NFYC	YBX1
NFYC	ZCCHC17
NFYC	ZDHHC5
NFYC	ZFP64
NFYC	ZIC5
NFYC	ZNF385A
NFYC	ZNF503
NFYC	ZNF513
NFYC	ZNF644
NFYC	ZNF737
NFYC	ZSCAN18
NFYC	BHLHA9
NFYC	BOLA2
NFYC	LINC00390
NFYC	DAPK2
NFYC	PSKH2
NHLH1	CER1
NHLH1	HOXC13-AS
NHLH1	KRTAP4-6
NHLH1	C1orf132
NHLH1	C1QL2
NHLH1	C6orf15
NHLH1	CD2AP
NHLH1	CRYBB3
NHLH1	DLX2-AS1
NHLH1	DMP1
NHLH1	DPEP1
NHLH1	FNIP2
NHLH1	FTO-IT1
NHLH1	GNAT3
NHLH1	HOXC13
NHLH1	KLHDC8A
NHLH1	MARCH4
NHLH1	MIR8075
NHLH1	MYH7
NHLH1	NFYC
NHLH1	OSBPL9
NHLH1	RPLP0
NHLH1	SAA2
NHLH1	SEMA3E
NHLH1	SERPINA6
NHLH1	TGM1
NHLH1	TTC39A-AS1
NHLH1	VRTN
NKX1-1	APEX2
NKX1-1	DAZ4
NKX1-1	LBX1
NKX1-1	NKX1-1
NKX1-1	OTOP3
NKX1-1	CHAT
NKX1-1	APOA5
NKX1-1	DAZ2
NKX1-1	GBX1
NKX1-1	RASSF7
NKX1-1	BARHL2
NKX1-1	ERICH1-AS1
NKX1-1	NEUROD1
NKX1-1	POU4F2
NKX1-1	TLE2
NKX1-1	LNPEP
NKX1-1	OPRK1
NKX1-1	SPACA5
NKX1-2	ARID3A
NKX1-2	BARHL2
NKX1-2	BMS1P17
NKX1-2	BSX
NKX1-2	C11orf95
NKX1-2	CKB
NKX1-2	DKFZP434H168
NKX1-2	DPCR1
NKX1-2	DRGX
NKX1-2	EDNRB-AS1
NKX1-2	ERCC1
NKX1-2	FEZF2
NKX1-2	FLRT1
NKX1-2	FST
NKX1-2	GAD1
NKX1-2	GSE1
NKX1-2	HCN4
NKX1-2	HTR1F
NKX1-2	ID2
NKX1-2	IGLON5
NKX1-2	MIR17HG
NKX1-2	MNX1
NKX1-2	MSGN1
NKX1-2	NCOR2
NKX1-2	PAX5
NKX1-2	PLAG1
NKX1-2	POMZP3
NKX1-2	PRR35
NKX1-2	PTCHD1
NKX1-2	RSPO3
NKX1-2	RUVBL1-AS1
NKX1-2	SCRT1
NKX1-2	SLC4A2
NKX1-2	SLC6A1
NKX1-2	ST8SIA3
NKX1-2	TAC3
NKX1-2	TLX3
NKX1-2	ZNF503-AS2
NKX1-2	ZNF512B
NKX1-2	ACVR1B
NKX1-2	KRTAP2-1
NKX1-2	ROBO1
NKX1-2	ZMYM3
NKX2-1	CNTN4-AS1
NKX2-1	GABRA2
NKX2-1	GFY
NKX2-1	GUCY2D
NKX2-1	NKX2-1
NKX2-1	RETNLB
NKX2-3	FGF3
NKX2-3	LRFN3
NKX2-3	MPPED1
NKX2-3	NKX2-3
NKX2-3	C14orf39
NKX2-3	CDH10
NKX2-3	CYP26A1
NKX2-3	EDNRB-AS1
NKX2-3	FOXJ1
NKX2-3	HNRNPKP3
NKX2-3	IRX4
NKX2-3	KLHL1
NKX2-3	LRP5L
NKX2-3	NDST4
NKX2-3	PGPEP1L
NKX2-3	RAD18
NKX2-5	HNF1B
NKX2-5	KCNC2
NKX2-5	N4BP3
NKX2-5	TMEM161B-AS1
NKX2-8	HHLA1
NKX2-8	NKX2-8
NKX2-8	NTNG1
NKX2-8	WDR49
NKX2-8	CALCB
NKX2-8	LBX1
NKX2-8	LINC01179
NKX2-8	LMX1A
NKX2-8	PAX9
NKX2-8	SLC1A6
NKX2-8	SLC6A11
NKX2-8	TTC29
NKX3-1	DAZ2
NKX3-1	DIRC1
NKX3-1	KCNK3
NKX3-2	FOXD3-AS1
NKX3-2	RORB
NKX3-2	AGPAT4
NKX3-2	LINC01234
NKX3-2	MPP6
NKX3-2	TANK
NKX6-1	C1QL4
NKX6-1	KCNIP2
NKX6-1	MNX1
NKX6-1	NKX6-1
NKX6-1	NUTM2A-AS1
NKX6-1	FOXD3
NKX6-1	C9orf135
NKX6-1	GABRG1
NKX6-1	JAZF1-AS1
NKX6-1	KREMEN2
NKX6-1	LINC00693
NKX6-1	LINC01105
NKX6-1	NRG1
NKX6-1	TTC29
NKX6-1	DLX2
NKX6-1	FLJ31356
NKX6-1	KCNJ6
NKX6-1	SLC13A1
NOBOX	GNG8
NOBOX	FAS-AS1
NOBOX	LINC00485
NOBOX	MYF5
NOBOX	PRG3
NR1D1	EFR3B
NR1D1	ETS1
NR1D1	ITGA6
NR1D1	NR1D1
NR1D1	RASSF6
NR1D1	SMOX
NR1D1	TSGA10IP
NR1H3	ARAP1
NR1H3	ARHGEF16
NR1H3	ATP1B1
NR1H3	CADM3
NR1H3	COPS7A
NR1H3	CYP26B1
NR1H3	EDA
NR1H3	ELMO2
NR1H3	FAM155B
NR1H3	FAM20A
NR1H3	FOS
NR1H3	GNAZ
NR1H3	MEG3
NR1H3	MORF4L2
NR1H3	N4BP3
NR1H3	NR1H3
NR1H3	NXPH1
NR1H3	PGAP2
NR1H3	PTPN1
NR1H3	SYTL5
NR1H3	TBX3
NR1H3	TRPC5OS
NR1H3	TSPAN4
NR1H3	ZDHHC8P1
NR1H3	APOC1P1
NR1H3	ZNF827
NR1H4	CYP17A1
NR1H4	FADS2
NR1H4	LINC01500
NR1I3	DEFB103A
NR1I3	DEFB103B
NR1I3	PLGLA
NR1I3	HIST1H1E
NR1I3	RAX2
NR1I3	DMP1
NR1I3	GLIS3-AS1
NR1I3	IRF2
NR1I3	SIM1
NR2C1	FAM193B
NR2C1	JDP2
NR2C1	SH2B1
NR2C1	SLC25A28
NR2C1	TFRC
NR2C1	UCP3
NR2C1	NR2C1
NR2E3	LINC00575
NR2E3	LINC01281
NR2E3	PIN1P1
NR2E3	CRHBP
NR2F6	FGF14-AS2
NR2F6	LINC00029
NR2F6	NR2F6
NR2F6	POLRMT
NR2F6	TOMM40
NR2F6	GOLGA2P10
NR2F6	MAP2K2
NR2F6	ZNF343
NR3C1	BRAF
NR3C1	IL13RA2
NR3C1	NR3C1
NR3C1	SAMD9
NR3C1	SLC12A6
NR3C1	IKZF2
NR4A1	ACTA1
NR4A1	CLRN2
NR4A1	CYFIP2
NR4A1	FAM102A
NR4A1	KCNK15
NR4A1	KIAA1324
NR4A1	KRTAP1-1
NR4A1	NR4A1
NR4A1	NR4A2
NR4A1	OGFRP1
NR4A1	OR13D1
NR4A1	OR52L1
NR4A1	RIMBP3C
NR4A1	ZNF331
NR4A1	C10orf120
NRL	ADAMTSL4
NRL	C14orf28
NRL	DTD2
NRL	GMPR2
NRL	IL17A
NRL	NRL
NRL	ARHGAP5-AS1
NRL	C6orf141
NRL	CCDC141
NRL	CIRBP
NRL	ESRRG
NRL	FBXW4
NRL	GOSR2
NRL	HSD17B7P2
NRL	LRRC3B
NRL	RFX3
NUCB1	C1R
NUCB1	CA6
NUCB1	CASP1P2
NUCB1	EMP3
NUCB1	JUN
NUCB1	MSANTD4
NUCB1	PODNL1
NUCB1	REG3G
NUCB1	RGL1
NUCB1	SYNPR
NUCB1	TPM4
NUCB1	ZSCAN10
NUCB1	ASPDH
NUCB1	BCL2L2-PABPN1
NUCB1	C4orf48
NUCB1	CALML5
NUCB1	CASP1
NUCB1	CXCR5
NUCB1	DGKZ
NUCB1	DOC2A
NUCB1	FKBP9
NUCB1	IL11
NUCB1	KIFC3
NUCB1	KLF3-AS1
NUCB1	LINC01372
NUCB1	MAP3K8
NUCB1	MIR670HG
NUCB1	NOSIP
NUCB1	OR4N3P
NUCB1	PCDH10
NUCB1	PCDHGA12
NUCB1	PHTF1
NUCB1	PPP1R18
NUCB1	RTP1
NUCB1	SCD
NXPH3	ACIN1
NXPH3	ACVRL1
NXPH3	ADIG
NXPH3	AGAP3
NXPH3	ANGPTL2
NXPH3	ANKRD65
NXPH3	ANO1
NXPH3	APLNR
NXPH3	ARHGEF15
NXPH3	ARHGEF19
NXPH3	ASB10
NXPH3	BCAR3
NXPH3	C1orf210
NXPH3	C1QTNF5
NXPH3	CACNA1F
NXPH3	CCM2L
NXPH3	CD81-AS1
NXPH3	CEACAM21
NXPH3	CELF1
NXPH3	CELP
NXPH3	CHADL
NXPH3	CKM
NXPH3	CLDN9
NXPH3	COL16A1
NXPH3	CRIP2
NXPH3	CX3CL1
NXPH3	CXCR4
NXPH3	DCD
NXPH3	DHRS3
NXPH3	DKK3
NXPH3	DLG3
NXPH3	DMRT1
NXPH3	DPYSL3
NXPH3	DYNLL2
NXPH3	EGFL8
NXPH3	EMILIN1
NXPH3	FAM110A
NXPH3	FBLIM1
NXPH3	FBXO41
NXPH3	FCER2
NXPH3	FHL1
NXPH3	FOXS1
NXPH3	FXYD6
NXPH3	GAS2
NXPH3	GBP1P1
NXPH3	GGT5
NXPH3	GNAT1
NXPH3	GPR173
NXPH3	HID1-AS1
NXPH3	ITM2C
NXPH3	JPH4
NXPH3	KCNAB2
NXPH3	KLF12
NXPH3	KRT17
NXPH3	LCN12
NXPH3	LFNG
NXPH3	LGALS7B
NXPH3	LGI4
NXPH3	LINC00167
NXPH3	LINC00521
NXPH3	LINC00619
NXPH3	LINC01186
NXPH3	LINC01605
NXPH3	LNX1
NXPH3	LRRC32
NXPH3	LYPD6B
NXPH3	MAMDC2
NXPH3	MEIS1-AS3
NXPH3	MOB3C
NXPH3	NBL1
NXPH3	NLRC3
NXPH3	NRG2
NXPH3	NRGN
NXPH3	NXF2B
NXPH3	NYNRIN
NXPH3	OPCML
NXPH3	P2RY4
NXPH3	PAK6
NXPH3	PDE4A
NXPH3	PDLIM4
NXPH3	PHYHD1
NXPH3	PIANP
NXPH3	PLEC
NXPH3	PNPLA5
NXPH3	PP14571
NXPH3	PRSS56
NXPH3	PTK7
NXPH3	RASGRF1
NXPH3	RASGRP2
NXPH3	RIMBP3
NXPH3	SDR9C7
NXPH3	SEMA3G
NXPH3	SEMA4A
NXPH3	SH3TC2
NXPH3	SLC35G6
NXPH3	SLC4A4
NXPH3	SMAD3
NXPH3	SOCS2
NXPH3	ST5
NXPH3	TAGLN3
NXPH3	TCF23
NXPH3	TGFB1I1
NXPH3	THY1
NXPH3	TIE1
NXPH3	TNFSF15
NXPH3	TNK2
NXPH3	TNNT1
NXPH3	VWA1
NXPH3	YPEL2
ONECUT2	BLACAT1
ONECUT2	CACNB2
ONECUT2	DSG4
ONECUT2	EPHB2
ONECUT2	ETV1
ONECUT2	GSTA3
ONECUT2	HOXB6
ONECUT2	KRT35
ONECUT2	MEOX2-AS1
ONECUT2	MYT1
ONECUT2	OLFM2
ONECUT2	SPOCK2
ONECUT2	STXBP6
ONECUT2	ZBED9
ONECUT3	GNAT1
ONECUT3	GUCY2D
ONECUT3	SLC6A20
OSR1	GOLGA8EP
OSR1	LINC00582
OSR1	OSR1
OSR1	RAP1GAP
OSR1	MMP28
OSR1	PROM1
OSR1	ZNF24
OSR2	BPGM
OSR2	CRYGN
OSR2	KCNK10
OSR2	PGAP2
OSR2	POU3F2
OSR2	SATB2
OSR2	ST3GAL2
OSR2	TECPR1
OSR2	ADGRG1
OSR2	CASC20
OSR2	FHOD3
OSR2	OSR2
OSR2	PAK1
OTX2	ASH1L-AS1
OTX2	LINC00864
OTX2	LINC01225
OTX2	LINC01423
OTX2	OTX2
OVOL1	CELSR3
OVOL1	EIF1AD
OVOL1	LINC01592
OVOL1	MTF2
OVOL1	OVOL1
OVOL1	PLA2G12B
OVOL1	POTEH
OVOL1	NRN1
OVOL2	CELF3
OVOL2	CYCS
OVOL2	FGF4
OVOL2	HEG1
OVOL2	MXRA8
OVOL2	NKX2-4
OVOL2	NKX2-8
OVOL2	OVOL2
OVOL2	PAICS
OVOL2	ZMYM3
OVOL3	CENPJ
OVOL3	MAX
OVOL3	MT1HL1
PAX3	SESTD1
PAX3	TYR
PAX3	KCNMB3
PAX3	MOG
PAX3	PAX3
PAX3	ZNF354A
PAX4	CT45A3
PAX4	CT45A9
PAX4	UFSP1
PAX5	ACTL6B
PAX5	CYP2F1
PAX5	DEFB4A
PAX5	MIR7-3HG
PAX5	PAX5
PAX5	TMCO5B
PAX5	ABI3BP
PAX5	ADORA1
PAX5	ADRB3
PAX5	ALK
PAX5	ANKRD34C
PAX5	APOC3
PAX5	ARF5
PAX5	ARMCX5
PAX5	ATOH1
PAX5	ATOH8
PAX5	ATP1A3
PAX5	BCL2A1
PAX5	BHLHA9
PAX5	C2orf81
PAX5	CACNA1E
PAX5	CALML5
PAX5	CAPN13
PAX5	CARTPT
PAX5	CCL3L3
PAX5	CD63
PAX5	CDH11
PAX5	CEACAM20
PAX5	CEACAM6
PAX5	CELF3
PAX5	CHAT
PAX5	CHPF
PAX5	CXCL5
PAX5	DCHS2
PAX5	DIABLO
PAX5	DKK2
PAX5	DMRTC1
PAX5	DMRTC1B
PAX5	DOCK2
PAX5	ELF5
PAX5	EMX1
PAX5	ENPP6
PAX5	ERBB2
PAX5	ERICH3
PAX5	EYA1
PAX5	F5
PAX5	FAAHP1
PAX5	FAM179A
PAX5	FCER2
PAX5	GABRA2
PAX5	GABRB1
PAX5	GABRG2
PAX5	GAL3ST1
PAX5	GJC3
PAX5	GLRA4
PAX5	GNB3
PAX5	GPRC5A
PAX5	HAND2
PAX5	HAND2-AS1
PAX5	HDC
PAX5	HES2
PAX5	HTR1F
PAX5	IL36RN
PAX5	IPO8
PAX5	IRS1
PAX5	IVL
PAX5	KCNA5
PAX5	KCND1
PAX5	KCNG4
PAX5	KCNH7
PAX5	KCNV2
PAX5	KLHL40
PAX5	KPRP
PAX5	KRT78
PAX5	KRT81
PAX5	LINC00303
