TF	Gene
MSX1	MAPK4
MSX1	MAPT
MSX1	MEIS2
MSX1	MNX1
MSX1	NAV2-AS4
MSX1	NETO2
MSX1	NEUROD4
MSX1	NGFR
MSX1	NKX2-6
MSX1	NOTUM
MSX1	NR2F1-AS1
MSX1	NRN1
MSX1	OLIG2
MSX1	P2RX7
MSX1	PALM
MSX1	PCGF2
MSX1	PHF21B
MSX1	POU3F1
MSX1	PPFIA2
MSX1	PRDM12
MSX1	PRDM6
MSX1	PRRX1
MSX1	PTCH2
MSX1	PTF1A
MSX1	PTN
MSX1	SALL1
MSX1	SALL4
MSX1	SAMD14
MSX1	SHOX2
MSX1	SIX1
MSX1	SIX2
MSX1	SLC6A1
MSX1	SOCS6
MSX1	SOX17
MSX1	SOX18
MSX1	SOX7
MSX1	SOX9-AS1
MSX1	SSBP3
MSX1	SYT7
MSX1	TBC1D3P1-DHX40P1
MSX1	TBX15
MSX1	TFAP2A
MSX1	TFAP2A-AS1
MSX1	TGFB3
MSX1	TH
MSX1	THY1
MSX1	TLX1
MSX1	TMCC3
MSX1	TMEM59L
MSX1	TMTC2
MSX1	TSSK1B
MSX1	UBE2E3
MSX1	VGF
MSX1	YBX3
MSX1	GABRB2
MSX1	HOXC13
MSX1	FAM43B
MXD3	FABP1
MXD3	MIR7-1
MXD3	PLSCR2
MXD3	SMG9
MXD3	UBL4B
MXD3	CELF3
MXD3	TMEM51-AS1
MXD3	GPR83
MXD3	MXD3
MXD3	THRSP
MXD4	ATXN1L
MXD4	BAHD1
MXD4	CCDC120
MXD4	CIZ1
MXD4	CSAD
MXD4	DDIT4
MXD4	ECSIT
MXD4	ENDOV
MXD4	FBXL19
MXD4	FGD1
MXD4	LINC00174
MXD4	LYRM9
MXD4	MRPL38
MXD4	NR1D1
MXD4	PACS2
MXD4	PI4KB
MXD4	PPP1R13L
MXD4	SCRN2
MXD4	SDHAP1
MXD4	TAOK2
MXD4	TJAP1
MXD4	TMEM91
MXD4	TNRC18
MXD4	VPS4A
MXD4	ZDHHC1
MXD4	ZER1
MXD4	ZNF316
MXD4	ZNF574
MXD4	ZNF76
MXI1	C20orf197
MXI1	CD226
MXI1	CHST8
MXI1	GALNT18
MXI1	GPR173
MXI1	MXI1
MXI1	RASAL1
MXI1	RPSAP52
MXI1	TBC1D29
MYB	B3GLCT
MYB	CDK8
MYB	NREP
MYB	PLD1
MYB	VLDLR-AS1
MYB	ZNF366
MYB	ZSCAN5A
MYB	ADAM22
MYB	BCL2A1
MYB	C9orf152
MYB	CD86
MYB	CENPL
MYB	CTBP2
MYB	CYR61
MYB	GRHL3
MYB	HDAC8
MYB	HRH4
MYB	ICAM1
MYB	IGBP1P1
MYB	JADE1
MYB	JARID2
MYB	LPAR4
MYB	LST1
MYB	MLEC
MYB	NPPC
MYB	POU4F2
MYB	RARG
MYB	SLC20A2
MYB	GDF6
MYB	RHBDF2
MYB	TOP2B
MYBL1	AKT3
MYBL1	HOXC4
MYBL1	MAP3K7CL
MYBL1	NUAK1
MYBL2	ASF1B
MYBL2	TUBA1B
MYBL2	WDR62
MYBL2	ANLN
MYBL2	APITD1
MYBL2	BUB1
MYBL2	BUB1B
MYBL2	C16orf59
MYBL2	CASC5
MYBL2	CDC25A
MYBL2	CDC25C
MYBL2	CENPF
MYBL2	CENPH
MYBL2	CENPL
MYBL2	CIT
MYBL2	CLSPN
MYBL2	COL27A1
MYBL2	DLGAP5
MYBL2	DSN1
MYBL2	FAM57B
MYBL2	FANCD2
MYBL2	GINS1
MYBL2	H2AFX
MYBL2	INCENP
MYBL2	KHSRP
MYBL2	KIF22
MYBL2	KIF24
MYBL2	KIF2C
MYBL2	LRRC20
MYBL2	MAD2L1
MYBL2	MARCH11
MYBL2	NCAPD2
MYBL2	NCS1
MYBL2	NEK2
MYBL2	NUF2
MYBL2	ORC6
MYBL2	PACSIN3
MYBL2	PCNA
MYBL2	PER2
MYBL2	PSMC3
MYBL2	PSMC3IP
MYBL2	RANGAP1
MYBL2	RFWD3
MYBL2	RNF26
MYBL2	RRM2
MYBL2	SLC29A1
MYBL2	SUV39H1
MYBL2	TACC3
MYBL2	TMPO-AS1
MYBL2	TOR3A
MYBL2	TUBB4B
MYBL2	TYMSOS
MYBL2	UBE2S
MYBL2	ACTN1
MYBL2	FANCI
MYBL2	NUDC
MYBL2	RFC2
MYBL2	RFC5
MYBL2	UBE2C
MYBL2	ULK4P3
MYBL2	ABCF2
MYBL2	ACBD5
MYBL2	ADAMTS7
MYBL2	AMER1
MYBL2	ANP32E
MYBL2	APEX2
MYBL2	APOE
MYBL2	AQP1
MYBL2	ARF4-AS1
MYBL2	ATP5B
MYBL2	ATP8B3
MYBL2	B4GALNT1
MYBL2	BCAS3
MYBL2	BUB3
MYBL2	BVES
MYBL2	C17orf53
MYBL2	C1orf167
MYBL2	CA3-AS1
MYBL2	CALCOCO2
MYBL2	CCDC65
MYBL2	CCNK
MYBL2	CDC14C
MYBL2	CEP250
MYBL2	CFAP20
MYBL2	CHST3
MYBL2	CLCN5
MYBL2	CLTCL1
MYBL2	COG7
MYBL2	CORO2B
MYBL2	COX6C
MYBL2	CRLS1
MYBL2	CTBP2
MYBL2	CTNNA1
MYBL2	CXorf49B
MYBL2	DDOST
MYBL2	DEK
MYBL2	DLGAP1-AS2
MYBL2	DLX2
MYBL2	DNAJA4
MYBL2	DNASE1L2
MYBL2	DOCK9-AS1
MYBL2	DRP2
MYBL2	DSCC1
MYBL2	DZIP1L
MYBL2	EBP
MYBL2	ELAVL1
MYBL2	ERMAP
MYBL2	FADS1
MYBL2	FANCD2OS
MYBL2	FN3KRP
MYBL2	FOXJ1
MYBL2	FOXN4
MYBL2	FOXRED1
MYBL2	GABRE
MYBL2	GFI1
MYBL2	GLRX5
MYBL2	GPR37
MYBL2	GRM8
MYBL2	GS1-24F4.2
MYBL2	HCFC1
MYBL2	HIRA
MYBL2	HN1L
MYBL2	HNRNPAB
MYBL2	HNRNPF
MYBL2	HSD17B11
MYBL2	IGF2BP1
MYBL2	IGFBP4
MYBL2	ITGA4
MYBL2	ITM2B
MYBL2	KCNH2
MYBL2	KCNH4
MYBL2	KHK
MYBL2	KIAA1524
MYBL2	KLHL24
MYBL2	LDLR
MYBL2	LIFR
MYBL2	LINC00466
MYBL2	LINC00601
MYBL2	LPCAT3
MYBL2	LRRCC1
MYBL2	LYPD6B
MYBL2	LYRM5
MYBL2	MAST2
MYBL2	MEIOB
MYBL2	MFN2
MYBL2	MID1
MYBL2	MIR340
MYBL2	MRPS5
MYBL2	MTA2
MYBL2	N4BP2L2
MYBL2	NASP
MYBL2	NDUFS6
MYBL2	NFKB2
MYBL2	NKX2-4
MYBL2	NR2F2
MYBL2	NRM
MYBL2	NUP93
MYBL2	OTUD6A
MYBL2	OXCT1
MYBL2	PDXDC1
MYBL2	PES1
MYBL2	PHF20
MYBL2	PIGT
MYBL2	PLEKHJ1
MYBL2	PNPLA3
MYBL2	PPP2R4
MYBL2	PPP5C
MYBL2	PPTC7
MYBL2	PRMT5-AS1
MYBL2	PROSER3
MYBL2	PRPF19
MYBL2	PSMA7
MYBL2	PSMB5
MYBL2	PTBP1
MYBL2	RAP2C-AS1
MYBL2	RASSF8-AS1
MYBL2	RNF17
MYBL2	RRN3P3
MYBL2	RUFY3
MYBL2	SDC1
MYBL2	SEC23B
MYBL2	SEPT8
MYBL2	SESN2
MYBL2	SETD7
MYBL2	SEZ6
MYBL2	SFRP1
MYBL2	SLC16A1
MYBL2	SLC1A4
MYBL2	SLC25A37
MYBL2	SLC3A2
MYBL2	SLC43A1
MYBL2	SLC4A11
MYBL2	SLC6A5
MYBL2	SMC2
MYBL2	SNORA74B
MYBL2	SPESP1
MYBL2	SRSF4
MYBL2	STIP1
MYBL2	STT3A
MYBL2	STXBP3
MYBL2	THAP2
MYBL2	TNXA
MYBL2	TOB1
MYBL2	TRERF1
MYBL2	TRIM56
MYBL2	UBN1
MYBL2	UBR7
MYBL2	USP2
MYBL2	USP2-AS1
MYBL2	VRK1
MYBL2	VRTN
MYBL2	XAF1
MYBL2	ZC3HC1
MYBL2	ZCWPW1
MYBL2	ZGRF1
MYBL2	ZHX3
MYBL2	ZNF423
MYBL2	ZNF474
MYBL2	ZNF672
MYBL2	ESPL1
MYBL2	SPC24
MYBL2	CCNB2
MYBL2	PLK1
MYBL2	PPM1G
MYBL2	ATP8B1
MYBL2	COPS3
MYBL2	DLG4
MYBL2	FIGN
MYBL2	FZD7
MYBL2	GAS2L3
MYBL2	GIT2
MYBL2	HS3ST4
MYBL2	KCNJ4
MYBL2	LINC00905
MYBL2	MYLK3
MYBL2	PAX2
MYBL2	RFX4
MYBL2	SCARA3
MYBL2	SELL
MYBL2	SIX5
MYBL2	SLC6A9
MYBL2	SMAD6
MYBL2	TMEM132C
MYBL2	ZIC5
MYBL2	ATAD2
MYBL2	ATP10B
MYBL2	C14orf28
MYBL2	CCDC167
MYBL2	CDKN3
MYBL2	DHFR
MYBL2	FADS2
MYBL2	FAM222A
MYBL2	GINS2
MYBL2	LINC00934
MYBL2	MND1
MYBL2	PBK
MYBL2	PRAP1
MYBL2	TTK
MYBL2	TUBA1C
MYBL2	UBAC1
MYBL2	HYOU1
MYBL2	PHF19
MYBL2	PTPRU
MYBL2	CTNNAL1
MYBL2	DDX12P
MYBL2	SMPD4
MYBL2	SOX10
MYC	ABAT
MYC	AKNAD1
MYC	ARL2-SNX15
MYC	CABP7
MYC	CDH5
MYC	CSNK1D
MYC	CYSTM1
MYC	DEGS2
MYC	DGCR5
MYC	F13A1
MYC	FAM133DP
MYC	FAM138A
MYC	FAM19A4
MYC	FIRRE
MYC	GRM2
MYC	GRM8
MYC	HAR1B
MYC	HIPK1
MYC	IFITM10
MYC	JPH3
MYC	KCNE1
MYC	KCNQ5
MYC	KCNV2
MYC	LINC01532
MYC	LRRC4
MYC	MIR181A1HG
MYC	MUC6
MYC	MYBPC1
MYC	NR5A1
MYC	NTNG2
MYC	NTRK1
MYC	OSM
MYC	PALD1
MYC	PALLD
MYC	PDE2A
MYC	POU1F1
MYC	PPRC1
MYC	RNF144A-AS1
MYC	RTN4R
MYC	SCARB1
MYC	SCN1A
MYC	SLC17A9
MYC	SLC34A1
MYC	SLC7A1
MYC	SRGAP2B
MYC	SRGAP2D
MYC	TM7SF3
MYC	TMEM154
MYC	TNFAIP2
MYC	ZNF574
MYC	ZNF704
MYC	AATK
MYC	ACKR3
MYC	ADCK3
MYC	ANKRD13B
MYC	AP1S2
MYC	APOBEC2
MYC	ARHGAP26-AS1
MYC	ARHGEF9
MYC	ARMC6
MYC	ARNTL
MYC	ATOH8
MYC	B4GALT2
MYC	BCL7A
MYC	BDH1
MYC	BSPRY
MYC	C1orf43
MYC	C3orf14
MYC	C7orf31
MYC	C9orf72
MYC	CABLES1
MYC	CAPS2
MYC	CCDC68
MYC	CD36
MYC	CD3EAP
MYC	CEP295NL
MYC	CFLAR
MYC	CHID1
MYC	CLK3
MYC	CMSS1
MYC	COX19
MYC	CPEB4
MYC	CRYBB3
MYC	DCTD
MYC	DNAJC12
MYC	DTNA
MYC	EXOSC5
MYC	FADS6
MYC	FAM124B
MYC	FAM177B
MYC	FAM53A
MYC	FAM86C2P
MYC	FAM86FP
MYC	FBXO40
MYC	FRMD1
MYC	FRY
MYC	GABARAPL2
MYC	GGTLC2
MYC	GPHN
MYC	GPR101
MYC	GUCY2GP
MYC	GXYLT2
MYC	HSPA8
MYC	IFRD2
MYC	JUP
MYC	KCNA6
MYC	KCNJ12
MYC	KCNK5
MYC	LFNG
MYC	LHFPL2
MYC	LINC00390
MYC	LINC00656
MYC	LINC01114
MYC	LINC01134
MYC	LINC01412
MYC	LINC01420
MYC	LMNTD1
MYC	LRP4
MYC	LRP5
MYC	LRRC14B
MYC	MAFG
MYC	MAFTRR
MYC	MCTP1
MYC	METRNL
MYC	MIEF1
MYC	MINA
MYC	MS4A10
MYC	MYC
MYC	NCF1B
MYC	NFIL3
MYC	NHS
MYC	NOP2
MYC	NRROS
MYC	OTX2
MYC	P2RX7
MYC	PCDHGB7
MYC	PDGFC
MYC	PHF21A
MYC	PJA1
MYC	PLAGL1
MYC	POP1
MYC	PPFIBP2
MYC	PPIG
MYC	PRMT8
MYC	PROSER2
MYC	PROX1
MYC	PRPSAP2
MYC	PSD2
MYC	PTPN12
MYC	QRFP
MYC	RASSF5
MYC	RASSF9
MYC	RBM3
MYC	RCL1
MYC	RRP1B
MYC	SFXN2
MYC	SLC1A5
MYC	SLC20A2
MYC	SLC38A5
MYC	SLIT2-IT1
MYC	SMIM2-IT1
MYC	SP7
MYC	SPG21
MYC	SPNS2
MYC	SQRDL
MYC	SRM
MYC	STAT5A
MYC	STC2
MYC	SUSD1
MYC	SYNGR1
MYC	SYNJ2
MYC	SYT8
MYC	TACC1
MYC	TCP11X2
MYC	TERT
MYC	TIGAR
MYC	TNFRSF19
MYC	TOX2
MYC	TPST1
MYC	TSEN2
MYC	UGGT2
MYC	UNC79
MYC	USP3
MYC	YES1
MYC	ZCCHC2
MYC	ZDHHC9
MYC	ZFAND6
MYC	ZFP41
MYC	ZFP42
MYC	ZNF771
MYC	ZNF876P
MYC	ACSM1
MYC	ADRA2A
MYC	AGAP2
MYC	AKAP1
MYC	ALDH18A1
MYC	C11orf49
MYC	C16orf72
MYC	C2orf74
MYC	C5orf47
MYC	CDK15
MYC	CHODL
MYC	CITED2
MYC	CPNE9
MYC	CTAG1B
MYC	CYTIP
MYC	DCTPP1
MYC	DDIT3
MYC	DEPTOR
MYC	DLAT
MYC	DPH2
MYC	EBAG9
MYC	EBNA1BP2
MYC	ECE2
MYC	EEF2K
MYC	EIF4EBP1
MYC	EIF5A2
MYC	ENKUR
MYC	FAM209A
MYC	FAM98A
MYC	FOXP4-AS1
MYC	HS3ST3A1
MYC	IMPDH2
MYC	KCNJ1
MYC	KNOP1
MYC	KRTAP5-6
MYC	LINC00269
MYC	LINC00619
MYC	LINC00701
MYC	LINC01315
MYC	LSMEM2
MYC	MACROD1
MYC	MDM2
MYC	METAP1D
MYC	MIR941-1
MYC	MPL
MYC	MRPL15
MYC	MRPL24
MYC	MSTO1
MYC	MTHFD1L
MYC	MYBBP1A
MYC	NBAT1
MYC	NKAIN1
MYC	NOL6
MYC	ORMDL1
MYC	PAICS
MYC	PAPD5
MYC	PARP16
MYC	PAX3
MYC	PCDH9-AS3
MYC	PEMT
MYC	PES1
MYC	PEX10
MYC	PHB
MYC	POLR1E
MYC	PPP1R14B
MYC	PRDX6
MYC	PRKAR1A
MYC	PRPF19
MYC	PRSS8
MYC	PUS7
MYC	PWP1
MYC	PWP2
MYC	PYCR1
MYC	PYCR2
MYC	RAP2C
MYC	RDH5
MYC	REM2
MYC	RIOK2
MYC	RLF
MYC	RPF2
MYC	RPUSD2
MYC	RRS1
MYC	SEMA3B
MYC	SEMA3F-AS1
MYC	SHTN1
MYC	SLFN14
MYC	SMARCD3
MYC	SNAP29
MYC	SNORA49
MYC	SOCS2
MYC	SPSB4
MYC	SRD5A3
MYC	SURF6
MYC	TEK
MYC	TMEM132A
MYC	TNFRSF8
MYC	TP53
MYC	TRIP4
MYC	TRPM1
MYC	TXNDC5
MYC	USP2-AS1
MYC	WDR4
MYC	YAE1D1
MYC	RASGEF1C
MYC	TRA2A
MYC	ANKRD44-IT1
MYC	ARRDC3-AS1
MYC	CDC42EP3
MYC	SOGA3
MYC	SOX12
MYC	USP32
MYC	AIF1L
MYC	BEND3
MYC	BMP2
MYC	CA14
MYC	CHN2
MYC	CNNM2
MYC	COA7
MYC	CPEB3
MYC	CRABP2
MYC	CTNNA1
MYC	CTNND1
MYC	DNAAF5
MYC	DOCK10
MYC	EEF1E1-BLOC1S5
MYC	ELANE
MYC	ENPP2
MYC	FAM135B
MYC	GPR85
MYC	GUCY1A3
MYC	HEPACAM
MYC	HIST1H1E
MYC	HSPG2
MYC	ID2
MYC	INA
MYC	ING1
MYC	LINC00266-3
MYC	LINC00645
MYC	LINC01158
MYC	LINC01215
MYC	LINC01222
MYC	LPAR5
MYC	MCUR1
MYC	MEIS1-AS3
MYC	METTL13
MYC	MICU2
MYC	MLLT4
MYC	NAPG
MYC	NHLRC4
MYC	NODAL
MYC	PIN1P1
MYC	PMPCB
MYC	PSAPL1
MYC	RBM24
MYC	RCOR2
MYC	SCN4B
MYC	SLC45A3
MYC	SNHG16
MYC	SOAT1
MYC	SSTR4
MYC	TMSB4X
MYC	TOMM5
MYC	USP6
MYC	XPO5
MYC	ZNF132
MYC	NOP56
MYC	SLC43A1
MYC	ZCCHC3
MYC	AAK1
MYC	ACSL1
MYC	AGBL1-AS1
MYC	BOD1
MYC	CACNA1C-AS2
MYC	CD163L1
MYC	CDKN2D
MYC	DERL1
MYC	GPC4
MYC	LINC00574
MYC	LPP
MYC	LSM14B
MYC	NDEL1
MYC	NECAP1
MYC	NEURL1B
MYC	NPW
MYC	PSMD6
MYC	RCAN3
MYC	SEMA7A
MYC	SKP2
MYC	SLC24A5
MYC	SNX24
MYC	SORD
MYC	ST20-MTHFS
MYC	STK17B
MYC	TBC1D8
MYC	ZNF174
MYC	ZNF492
MYC	BCL2
MYC	C18orf63
MYC	C1QTNF8
MYC	CADPS
MYC	CDRT4
MYC	CHIAP2
MYC	CPA3
MYC	CSTF3-AS1
MYC	CTC-436P18.1
MYC	GUCY1B3
MYC	PDP2
MYC	SENCR
MYC	TMEM117
MYC	ZNF18
MYC	ZNF652
MYC	ATXN3L
MYC	B3GALNT1
MYC	CCDC88B
MYC	LINC00648
MYC	PHLDA2
MYC	PRG2
MYC	RAPGEFL1
MYC	SLC39A3
MYC	SOX11
MYC	SYNJ2BP-COX16
MYC	TMEM217
MYC	TPSD1
MYCN	C9orf170
MYCN	NTNG2
MYEF2	ADAM23
MYEF2	CADPS
MYEF2	CASK
MYEF2	CCDC141
MYEF2	CHODL-AS1
MYEF2	CTXN2
MYEF2	EDA
MYEF2	EXPH5
MYEF2	FAM184A
MYEF2	FAM189A1
MYEF2	FAM213A
MYEF2	FZD3
MYEF2	GRM5
MYEF2	ID2-AS1
MYEF2	KCND2
MYEF2	KIAA1324L
MYEF2	KLF12
MYEF2	LINC01013
MYEF2	LINC01330
MYEF2	MPPED2
MYEF2	NCAM1
MYEF2	NHSL1
MYEF2	NMT2
MYEF2	NRCAM
MYEF2	PGAP1
MYEF2	PRKD3
MYEF2	PTENP1
MYEF2	PXYLP1
MYEF2	SCML1
MYEF2	SLC4A4
MYEF2	SLC8A2
MYEF2	TCTEX1D1
MYEF2	WDR17
MYEF2	ZNF80
MYEF2	ACVR1C
MYEF2	ADRB2
MYEF2	ANGPTL5
MYEF2	ANK2
MYEF2	ANKRD30B
MYEF2	APP
MYEF2	ARPP21
MYEF2	ASIC4
MYEF2	BANK1
MYEF2	BICC1
MYEF2	BMP3
MYEF2	C12orf74
MYEF2	C1orf61
MYEF2	CACNA1E
MYEF2	CACNA2D2
MYEF2	CADM1
MYEF2	CALCR
MYEF2	CAMK2D
MYEF2	CAMK2N1
MYEF2	CAV2
MYEF2	CD226
MYEF2	CDH4
MYEF2	CDS1
MYEF2	CEP112
MYEF2	CEP85L
MYEF2	CHIA
MYEF2	CLIC5
MYEF2	CNKSR2
MYEF2	CPEB1
MYEF2	CR2
MYEF2	DCX
MYEF2	DENND2C
MYEF2	DLG3
MYEF2	DMD
MYEF2	DNAH5
MYEF2	DOCK9
MYEF2	DSC1
MYEF2	DSG2-AS1
MYEF2	EBF1
MYEF2	EGFEM1P
MYEF2	EPHA4
MYEF2	EVA1C
MYEF2	EYA1
MYEF2	FAM134B
MYEF2	FAM189A2
MYEF2	FAM205C
MYEF2	FCRL3
MYEF2	FOXP3
MYEF2	FUT9
MYEF2	GATA3
MYEF2	GBA3
MYEF2	GJB6
MYEF2	GLI3
MYEF2	GPC5
MYEF2	GRAMD1B
MYEF2	GRAP2
MYEF2	GRIA3
MYEF2	HECTD2
MYEF2	HS3ST1
MYEF2	IL21-AS1
MYEF2	ITGA11
MYEF2	ITPR3
MYEF2	JAKMIP2
MYEF2	KBTBD12
MYEF2	KCNA3
MYEF2	KCTD1
MYEF2	KHDRBS2
MYEF2	KLRK1
MYEF2	KRT5
MYEF2	LAMP5
MYEF2	LAMP5-AS1
MYEF2	LARGE-AS1
MYEF2	LDB2
MYEF2	LEF1
MYEF2	LEF1-AS1
MYEF2	LINC00052
MYEF2	LINC00114
MYEF2	LINC00540
MYEF2	LINC00692
MYEF2	LINC01122
MYEF2	LINC01158
MYEF2	LINC01249
MYEF2	LINC01483
MYEF2	LINC01484
MYEF2	LRIG1
MYEF2	LRRTM3
MYEF2	MACROD2
MYEF2	MAF
MYEF2	MAP2
MYEF2	MGARP
MYEF2	MID2
MYEF2	MS4A1
MYEF2	MTTP
MYEF2	NAALADL2-AS1
MYEF2	NBEA
MYEF2	NCAM1-AS1
MYEF2	NEDD4L
MYEF2	NEFL
MYEF2	NELL2
MYEF2	NEO1
MYEF2	NFIA
MYEF2	NRG2
MYEF2	NUAK1
MYEF2	OR6K3
MYEF2	OR6N1
MYEF2	OSR1
MYEF2	PARD3B
MYEF2	PAX5
MYEF2	PCDHB5
MYEF2	PCGF5
MYEF2	PKD1L1
MYEF2	PLCB4
MYEF2	PLCL1
MYEF2	PLEKHH2
MYEF2	PLN
MYEF2	PLOD2
MYEF2	PLS3
MYEF2	PLSCR4
MYEF2	POU2AF1
MYEF2	PPP2R2B
MYEF2	PQLC2L
MYEF2	PRKG1
MYEF2	PRKG1-AS1
MYEF2	PTPRR
MYEF2	RAB30
MYEF2	RBM24
MYEF2	RGMB
MYEF2	RGS13
MYEF2	RNF128
MYEF2	RORA
MYEF2	RUNX3
MYEF2	SCML4
MYEF2	SCN3A
MYEF2	SDR42E1
MYEF2	SIGLEC15
MYEF2	SLC24A5
MYEF2	SLC30A4
MYEF2	SORCS3
MYEF2	SOX6
MYEF2	SSTR3
MYEF2	ST7-OT4
MYEF2	SYNE1
MYEF2	SYT6
MYEF2	TAS1R3
MYEF2	TGFBR3
MYEF2	THRB
MYEF2	TJP2
MYEF2	TJP3
MYEF2	TMEM246-AS1
MYEF2	TMEM5-AS1
MYEF2	TNMD
MYEF2	TPD52L1
MYEF2	TPRG1
MYEF2	TSHZ2
MYEF2	TTC39C
MYEF2	VWDE
MYEF2	WASF3
MYEF2	ZBBX
MYEF2	ZHX2
MYEF2	MYEF2
MYF5	GOLGA6L6
MYF5	KRT8
MYF5	LINC00698
MYOD1	C2orf27A
MYOD1	KLHL38
MYOD1	SHCBP1L
MYOD1	TLCD2
MYOG	LRTM1
MYOG	MACROD2-IT1
MYOG	PAK7
MYOG	ARX
MYOG	FRMPD4
MYOG	HECW1
MYOG	IGSF1
MYOG	KRTAP10-4
MZF1	DCAF8
MZF1	HEMK1
MZF1	LINC00174
MZF1	LINC01089
NANOG	ADGRG3
NANOG	JAK3
NANOG	MYH4
NANOG	PDYN
NANOG	TDRD5
NANOG	HIST1H1D
NANOG	INHBC
NANOG	NANOG
NANOG	VIT
NANOG	ANO1
NANOG	BCOR
NANOG	CFAP61
NANOG	CLNK
NANOG	GPR61
NANOG	KIAA0408
NANOG	LINC00923
NANOG	LINC01215
NANOG	MAP1LC3B2
NANOG	MYOG
NANOG	PDE6A
NANOG	PSG11
NANOG	RPL13AP3
NANOG	SMCO3
NANOG	TMEM95
NANOG	USP6NL
NEUROD1	BRINP3
NEUROD1	GRIK2
NEUROD1	LINC00290
NEUROD1	LINC00838
NEUROD1	NHS-AS1
NEUROD1	SCN1A
NEUROD1	ST8SIA3
NEUROD1	KCND2
NEUROD1	LINC00326
NFATC1	ELMSAN1
NFATC1	ITPKB
NFATC1	NFATC1
NFATC1	PXN
NFATC1	TMBIM1
NFATC1	UNC5B
NFATC2	ABLIM1
NFATC2	ADGRG1
NFATC2	ATP8B2
NFATC2	FAM107B
NFATC2	KCNN2
NFATC2	NFATC2
NFATC2	PLCH1
NFATC3	MAP2K6
NFATC3	NFATC3
NFATC3	PDE12
NFATC3	POU2F1
NFATC3	ZBTB20
NFATC4	ACKR1
NFATC4	ADAMTS9-AS1
NFATC4	ADAMTSL1
NFATC4	ADGRF5
NFATC4	ANTXR1
NFATC4	ARHGEF28
NFATC4	ASS1
NFATC4	BMP2
NFATC4	CCDC80
NFATC4	CCL2
NFATC4	CDH11
NFATC4	COL3A1
NFATC4	COL4A2
NFATC4	COL6A1
NFATC4	COL8A1
NFATC4	CRMP1
NFATC4	CRTAC1
NFATC4	CTTNBP2
NFATC4	CXXC4
NFATC4	DCN
NFATC4	DNAH2
NFATC4	EDNRA
NFATC4	ENOX1
NFATC4	EPAS1
NFATC4	EPB41L4B
NFATC4	EPHA3
NFATC4	EYA1
NFATC4	EYA4
NFATC4	FMOD
NFATC4	FRZB
NFATC4	FST
NFATC4	GABRE
NFATC4	GJA1
NFATC4	GNG11
NFATC4	HEY2
NFATC4	HOXD8
NFATC4	HTRA1
NFATC4	IGFBP5
NFATC4	IGSF3
NFATC4	ITGA8
NFATC4	KALRN
NFATC4	KIAA1217
NFATC4	LAMA4
NFATC4	LDB2
NFATC4	LHFP
NFATC4	LINC00840
NFATC4	LINC01116
NFATC4	LRRC4C
NFATC4	MATN3
NFATC4	MEG3
NFATC4	NCKAP5
NFATC4	NFIA
NFATC4	NOS1AP
NFATC4	NPR1
NFATC4	NR2F1
NFATC4	NR2F2
NFATC4	NRXN3
NFATC4	PALM2
NFATC4	PAPPA
NFATC4	PCDH17
NFATC4	PCDH19
NFATC4	PCGF2
NFATC4	PDLIM3
NFATC4	PDZRN3
NFATC4	PER3
NFATC4	PLS3
NFATC4	PMEPA1
NFATC4	PPFIA2
NFATC4	PRELP
NFATC4	PRRX1
NFATC4	PRRX2
NFATC4	PRSS23
NFATC4	PTN
NFATC4	PTPN3
NFATC4	RAI14
NFATC4	RAMP2
NFATC4	RBMS3
NFATC4	RHOJ
NFATC4	SALL2
NFATC4	SEMA6D
NFATC4	SERTAD4
NFATC4	SFTA1P
NFATC4	SIX2
NFATC4	SLC7A2
NFATC4	SMAD7
NFATC4	SMOC1
NFATC4	SPARCL1
NFATC4	STC1
NFATC4	SULF1
NFATC4	SVEP1
NFATC4	TBX15
NFATC4	TBX18
NFATC4	TEAD2
NFATC4	TENM2
NFATC4	TEX15
NFATC4	THRB
NFATC4	TIMP3
NFATC4	TMEM108
NFATC4	TMEM108-AS1
NFATC4	TMEM47
NFATC4	TMEM98
NFATC4	TNC
NFATC4	TNS1
NFATC4	TSPAN12
NFATC4	ZFHX4
NFE2	ADCK3
NFE2	CLDN14
NFE2	DEGS2
NFE2	LINC00152
NFE2	OSM
NFE2	SLC48A1
NFE2	TMEM92
NFE2	ANKRD63
NFE2	GSE1
NFE2	VSIG8
NFE2	NFE2
NFE2	RNF24
NFE2	ACOT11
NFE2	ACTR2
NFE2	AGFG2
NFE2	ARHGAP22
NFE2	ATP1B1
NFE2	ATP2A3
NFE2	BMPR1B
NFE2	DLGAP1-AS2
NFE2	DNAJA2
NFE2	GCSAML
NFE2	GOLGA8F
NFE2	KIF26B
NFE2	KRT18
NFE2	LINC00431
NFE2	LINC01565
NFE2	MAP1A
NFE2	MDFI
NFE2	MYH16
NFE2	PEX5L
NFE2	PLCB1
NFE2	PLEKHF1
NFE2	RAB7B
NFE2	SLC8A3
NFE2L3	ALK
NFE2L3	EML6
NFE2L3	LRRN3
NFE2L3	OLFM3
NFE2L3	LINC01258
NFE2L3	OR2A25
NFE2L3	SLC22A5
NFE2L3	CARHSP1
NFE2L3	FOXA2
NFE2L3	NFE2L3
NFE2L3	OTUB2
NFE2L3	AADACL3
NFE2L3	CYP4F8
NFE2L3	RAD51AP2
NFIA	ADAM5
NFIA	ANK1
