TF	Gene
GATA1	ASPA
GATA1	CYP4A11
GATA1	IGSF23
GATA1	SCN4A
GATA1	SPDYE4
GATA1	CA8
GATA1	FAM225A
GATA1	HINT2
GATA1	LY6G6E
GATA1	ADAMTS3
GATA1	AMPH
GATA1	ANKRD33B
GATA1	CADM3-AS1
GATA1	CCDC85A
GATA1	CEACAM20
GATA1	CEBPG
GATA1	CER1
GATA1	CHRM3-AS1
GATA1	CLMN
GATA1	COBL
GATA1	COL9A1
GATA1	DISC1
GATA1	EGFL6
GATA1	EPHA5
GATA1	FAM188A
GATA1	FAM46A
GATA1	FAM83F
GATA1	G0S2
GATA1	GAL
GATA1	HHLA3
GATA1	LAMB4
GATA1	LGMN
GATA1	LINC00841
GATA1	LINC01213
GATA1	LINC01416
GATA1	LPIN3
GATA1	LRP1B
GATA1	MAP2
GATA1	MS4A10
GATA1	NCMAP
GATA1	NEXN
GATA1	NWD2
GATA1	OR10G4
GATA1	OR10G9
GATA1	PHF6
GATA1	POMGNT2
GATA1	PPEF1-AS1
GATA1	PSKH2
GATA1	PTPRG-AS1
GATA1	REM1
GATA1	RND1
GATA1	SALL1
GATA1	SALRNA3
GATA1	SEMA3D
GATA1	SLC7A11-AS1
GATA1	SMIM10L2A
GATA1	SOX18
GATA1	SOX21
GATA1	TCTE1
GATA1	TIAM1
GATA1	TMEFF2
GATA1	TMEM155
GATA1	TSPAN13
GATA1	TSPAN15
GATA1	URAD
GATA1	WNT5A
GATA1	ZG16B
GATA1	ADGRE2
GATA1	ADGRE3
GATA1	ANTXR2
GATA1	ATL3
GATA1	BCAR1
GATA1	C1orf123
GATA1	CCDC103
GATA1	CD1A
GATA1	CD5L
GATA1	CDHR4
GATA1	CLEC12A
GATA1	CNBD2
GATA1	CXCL3
GATA1	CYBB
GATA1	DGKA
GATA1	DIRAS2
GATA1	ERICH3-AS1
GATA1	GCSAML
GATA1	HNRNPLL
GATA1	IFT43
GATA1	IL2
GATA1	IL36B
GATA1	IZUMO1
GATA1	KRT1
GATA1	LEFTY1
GATA1	LINC00691
GATA1	LINC00705
GATA1	LINC01054
GATA1	LYPD3
GATA1	MYL1
GATA1	NUTM1
GATA1	OR2T8
GATA1	OR5B12
GATA1	PCCB
GATA1	PCYT2
GATA1	PTN
GATA1	PVRIG
GATA1	RPP21
GATA1	SHBG
GATA1	SHROOM3
GATA1	SLAMF6
GATA1	SLC22A17
GATA1	SNORD15A
GATA1	SOCS2
GATA1	SPACA3
GATA1	SPATA31E1
GATA1	THNSL2
GATA1	TMEM144
GATA1	TMEM164
GATA1	TREH
GATA1	TRIM56
GATA1	TTC7A
GATA1	UPB1
GATA1	PDCD2L
GATA1	AGO4
GATA1	ASCC2
GATA1	BACE2
GATA1	CA3
GATA1	CCDC167
GATA1	DERL3
GATA1	EMID1
GATA1	EPB41L4A
GATA1	FMN2
GATA1	FOXD3
GATA1	HCRTR2
GATA1	IQCA1
GATA1	KSR2
GATA1	LAMA2
GATA1	LHFPL3
GATA1	LINC00880
GATA1	LRRC7
GATA1	MAL2
GATA1	NETO1
GATA1	NFIC
GATA1	NXPE1
GATA1	P2RX4
GATA1	PABPC4
GATA1	PYHIN1
GATA1	REPS2
GATA1	RHOXF1
GATA1	SPIRE2
GATA1	TIMP2
GATA1	ARL17B
GATA1	C17orf50
GATA1	CCNO
GATA1	CDC42BPA
GATA1	FUT9
GATA1	GATA3-AS1
GATA1	GFOD2
GATA1	HLA-J
GATA1	KIFAP3
GATA1	KLHL18
GATA1	MPL
GATA1	NT5DC3
GATA1	OR2T11
GATA1	PIM1
GATA1	PRDM16
GATA1	SERPINA10
GATA1	TRDN
GATA1	WFDC5
GATA1	ZFP36L1
GATA1	C20orf141
GATA1	CLEC4M
GATA1	ENPP6
GATA1	GSTM1
GATA1	LINC00892
GATA1	PROZ
GATA1	PSMC3
GATA1	TMEM72
GATA1	UBD
GATA1	XCL2
GATA1	CASC9
GATA1	DAZL
GATA1	LINC01268
GATA1	BDKRB1
GATA1	CD163L1
GATA1	CSTF2
GATA1	CYP2C18
GATA1	FAM157A
GATA1	FAM157B
GATA1	LINC00910
GATA1	LINC01231
GATA1	NXF3
GATA1	PLEKHO1
GATA1	POU2AF1
GATA1	RTKN2
GATA1	S1PR3
GATA1	SERPINI2
GATA1	SYT7
GATA1	TESC
GATA1	TIMMDC1
GATA1	TRIM6
GATA1	BCL2L11
GATA1	BTRC
GATA1	CABP4
GATA1	CASP1P2
GATA1	CEACAM3
GATA1	CEACAM8
GATA1	HIST1H1C
GATA1	KAT2B
GATA1	KRTAP29-1
GATA1	MAP3K1
GATA1	SLC24A5
GATA1	SNRNP35
GATA1	TBC1D23
GATA1	TCEAL2
GATA1	TMEM171
GATA1	TMEM239
GATA1	TRIM55
GATA1	TTLL10
GATA1	OR51V1
GATA1	ADAMTS9-AS1
GATA1	ARGFXP2
GATA1	ATP13A4-AS1
GATA1	CABLES1
GATA1	CLEC18B
GATA1	CPLX4
GATA1	CRX
GATA1	DNAJB4
GATA1	EMILIN3
GATA1	FOXD4L3
GATA1	FSCB
GATA1	IFNA21
GATA1	KCND3
GATA1	LINC01564
GATA1	OR6V1
GATA1	PEG3
GATA1	PNMA5
GATA1	POTEH
GATA1	SCAPER
GATA1	SLC12A1
GATA1	SNORA6
GATA1	SSR4P1
GATA1	STATH
GATA1	STX19
GATA1	UGT1A10
GATA1	VGLL1
GATA1	AQP9
GATA1	MDM2
GATA1	PLEKHS1
GATA1	SNORA33
GATA1	OR10J1
GATA1	SEMA3C
GATA1	AKR1C1
GATA1	BTNL8
GATA1	SMCO3
GATA1	ABCA13
GATA1	ADAMTSL4-AS1
GATA1	CD99L2
GATA1	CLDN19
GATA1	CRYBB3
GATA1	EMB
GATA1	ERLIN1
GATA1	FABP3
GATA1	FAM133A
GATA1	FCHO1
GATA1	FOXD4L4
GATA1	HID1-AS1
GATA1	HOMER3
GATA1	HTR1B
GATA1	IGF2BP1
GATA1	KIAA1024L
GATA1	LDLRAP1
GATA1	MARK1
GATA1	MYH3
GATA1	PEF1
GATA1	RNF41
GATA1	SAA2
GATA1	TCEAL7
GATA1	TIMP4
GATA1	UBE2A
GATA1	ZNF827
GATA1	GCLC
GATA1	SLC43A1
GATA1	AMY2A
GATA1	C1S
GATA1	CRLS1
GATA1	HID1
GATA1	OR1F1
GATA1	OR1F2P
GATA1	PCDHB14
GATA1	ATP7A
GATA1	CCNE1
GATA1	CHPT1
GATA1	CIDEA
GATA1	DBET
GATA1	ELOVL2-AS1
GATA1	GCNT4
GATA1	GGT8P
GATA1	IL12B
GATA1	IL20RA
GATA1	KHDRBS2
GATA1	KIAA1549L
GATA1	MBL2
GATA1	MPP3
GATA1	NETO2
GATA1	NPY2R
GATA1	PEX7
GATA1	SYCP1
GATA1	TUBG2
GATA1	LINC01399
GATA1	RNY4
GATA1	TEX11
GATA1	FLCN
GATA1	MAGED4B
GATA1	PIP4K2A
GATA1	LIPF
GATA1	GPR15
GATA1	ATP1A2
GATA1	PPIH
GATA1	MMP1
GATA1	TRIM72
GATA1	ADAMTS19
GATA1	LINC00853
GATA1	WDR47
GATA1	RIPPLY1
GATA1	LINC00202-2
GATA1	LINC00982
GATA1	MRVI1-AS1
GATA1	SNX27
GATA1	ABCG1
GATA1	ADAM5
GATA1	AZGP1
GATA1	COL23A1
GATA1	GTSCR1
GATA1	MPC1L
GATA1	PROS1
GATA1	TSC22D2
GATA1	TTLL7
GATA1	ZNF804A
GATA1	TRAM1L1
GATA1	TUBB2A
GATA1	ITGA5
GATA1	ZNF385D-AS2
GATA1	MS4A3
GATA1	RAD23A
GATA1	CDS1
GATA1	THEM5
GATA1	CCDC144NL-AS1
GATA1	NLRP7
GATA1	USP44
GATA1	CTSLP8
GATA1	DUSP23
GATA1	N6AMT1
GATA1	SBDSP1
GATA1	SMIM3
GATA1	STON1
GATA1	TPD52L3
GATA1	CRYBB2
GATA1	HNRNPAB
GATA1	LINC00629
GATA1	MALSU1
GATA1	MGAT4B
GATA1	TNF
GATA1	VWA1
GATA1	ATG4A
GATA1	CXorf21
GATA1	SLC35D3
GATA1	TDO2
GATA1	BMP2K
GATA1	FAM19A5
GATA1	FXYD4
GATA1	NYNRIN
GATA1	PSMA6
GATA1	SLC44A2
GATA1	SULT1E1
GATA1	MRPL39
GATA1	FLJ42393
GATA1	AAK1
GATA1	HIP1
GATA1	FOXC2
GATA1	FAM25BP
GATA1	FAM83A-AS1
GATA1	UBXN6
GATA1	RDH10
GATA1	HAP1
GATA1	IL11
GATA1	SLC22A11
GATA1	ZFX-AS1
GATA1	LAIR1
GATA1	PBK
GATA1	TNFRSF4
GATA2	GATA2
GATA2	GATA2-AS1
GATA2	NFE2
GATA2	SLC45A3
GATA2	TFDP2
GATA2	ZFPM1
GATA2	SERF1B
GATA2	ZBTB16
GATA2	TIE1
GATA2	NTRK1
GATA2	C1orf168
GATA2	CPA3
GATA2	GCSAML
GATA2	TESPA1
GATA2	AVPR1B
GATA2	CDKN1C
GATA2	MYCN
GATA2	SPDYE4
GATA2	NR5A1
GATA2	ATP2A3
GATA2	LHFPL3-AS1
GATA2	SNCAIP
GATA2	HULC
GATA2	SRGAP2C
GATA2	YES1
GATA2	CD82
GATA2	DPY19L2
GATA2	GOLGA2P11
GATA2	LINC00152
GATA2	LINC01412
GATA2	LRRC37A4P
GATA2	TDRD7
GATA2	ANGPT1
GATA2	AVPR1A
GATA2	CXXC5
GATA2	CYP4F8
GATA2	DNMT3B
GATA2	DPPA2P3
GATA2	EFHC2
GATA2	ERP44
GATA2	ITGA9
GATA2	LDB1
GATA2	LINC01565
GATA2	LYZL4
GATA2	MAMDC2
GATA2	PLCB1
GATA2	REM1
GATA2	SPNS2
GATA2	TBC1D1
GATA2	ANPEP
GATA2	ANXA9
GATA2	BHLHE22
GATA2	C9orf170
GATA2	CBFA2T3
GATA2	DGAT2
GATA2	ELMO1
GATA2	ERG
GATA2	FEV
GATA2	GFY
GATA2	GSE1
GATA2	ICAM4
GATA2	ITGA2B
GATA2	ITM2A
GATA2	KRT72
GATA2	LAPTM4B
GATA2	LINC01114
GATA2	MAST4
GATA2	MIR568
GATA2	MROH7
GATA2	NCAM1-AS1
GATA2	NR0B2
GATA2	NTNG2
GATA2	PKHD1
GATA2	PLCH1
GATA2	PRG2
GATA2	PRR9
GATA2	PRSS3
GATA2	SOAT1
GATA2	TIGAR
GATA2	TMPRSS11F
GATA2	UNC93A
GATA2	BHLHA9
GATA2	GGA2
GATA2	MIR630
GATA2	NEUROG2
GATA2	RASGRP3
GATA2	TRAF3IP2
GATA2	FAM222B
GATA2	KLF3-AS1
GATA2	LINC01229
GATA2	SERPING1
GATA3	AIM1L
GATA3	BCL11B
GATA3	CD6
GATA3	CD8A
GATA3	DLG3
GATA3	DOCK9
GATA3	EOMES
GATA3	GRAP2
GATA3	ITK
GATA3	NELL2
GATA3	SKAP1
GATA3	CD5
GATA3	GATA3
GATA3	GOLGA7B
GATA3	APBB1
GATA3	OR2T6
GATA3	GZMH
GATA3	IL2RB
GATA3	PI16
GATA3	CD247
GATA3	FCRL6
GATA3	KLRK1
GATA3	SAMD3
GATA3	SIRPG
GATA3	SIT1
GATA3	TRABD2A
GATA3	CMKLR1
GATA3	CNN1
GATA3	DUSP8
GATA3	EBF1
GATA3	KRT1
GATA3	LINC01163
GATA3	LRFN2
GATA3	PDGFB
GATA3	PDZD4
GATA3	SOX8
GATA3	TOX2
GATA3	WNT7A
GATA3	PCED1B
GATA3	ADARB2-AS1
GATA3	AMOT
GATA3	ANKRD20A5P
GATA3	APBA2
GATA3	APCDD1L
GATA3	APCDD1L-AS1
GATA3	ARSD
GATA3	ASAH2B
GATA3	ATP10A
GATA3	BANK1
GATA3	BIN1
GATA3	C12orf80
GATA3	C1orf61
GATA3	CACHD1
GATA3	CASC2
GATA3	CASC8
GATA3	CDH4
GATA3	CDH8
GATA3	CLIC5
GATA3	CNR1
GATA3	CR2
GATA3	CSMD3
GATA3	DMTN
GATA3	DOK5
GATA3	DSP
GATA3	DUSP10
GATA3	EPB41
GATA3	FAM65C
GATA3	FBLN2
GATA3	FBXL16
GATA3	FGF13
GATA3	FHDC1
GATA3	GAD2
GATA3	GPR1
GATA3	GPR19
GATA3	GREM2
GATA3	GRM3
GATA3	GUCA2A
GATA3	HECW1
GATA3	HECW1-IT1
GATA3	HIVEP2
GATA3	INPP5F
GATA3	JAM3
GATA3	KCNJ5
GATA3	KRTAP5-AS1
GATA3	LINC00473
GATA3	LINC01010
GATA3	LINC01013
GATA3	LINC01428
GATA3	LINC01483
GATA3	LINC01516
GATA3	LINGO2
GATA3	LYSMD4
GATA3	MAL2
GATA3	MAP2
GATA3	MATN1
GATA3	MEIS1-AS3
GATA3	MPP6
GATA3	MYOM2
GATA3	OR10G4
GATA3	PCAT18
GATA3	PDE11A
GATA3	PGC
GATA3	PHLDB2
GATA3	PKDCC
GATA3	PLD1
GATA3	PRDM1
GATA3	PRKG1
GATA3	PRR5
GATA3	PXN
GATA3	RABGAP1L
GATA3	RADIL
GATA3	RASAL1
GATA3	RHOBTB1
GATA3	RPSAP52
GATA3	SEC14L2
GATA3	SEMA5B
GATA3	SH2D1A
GATA3	SHISA6
GATA3	SIPA1L1
GATA3	SMAD7
GATA3	SMIM2
GATA3	SPTB
GATA3	TAL1
GATA3	TCF20
GATA3	TECTB
GATA3	TLE2
GATA3	TMEM65
GATA3	CCR7
GATA3	CD2
GATA3	FLJ45079
GATA3	GNLY
GATA3	GSDMA
GATA3	KLRG1
GATA3	LTB
GATA3	PGA4
GATA3	PLEKHG5
GATA3	SELM
GATA3	SIAH3
GATA3	TMEM204
GATA3	TPRXL
GATA3	TREML1
GATA4	CLCA1
GATA4	CLVS2
GATA4	CYMP
GATA4	GATA4
GATA4	SCNN1G
GATA4	HAND2-AS1
GATA4	SNCB
GATA4	LINC01333
GATA4	MAGEB2
GATA4	CDH19
GATA4	GGT8P
GATA4	NEUROD4
GATA4	ANP32C
GATA4	APOC1P1
GATA4	ASB4
GATA4	CELA2B
GATA4	CSMD3
GATA4	FOXA2
GATA4	GSTA1
GATA4	HTN1
GATA4	IGFL2
GATA4	LINC01010
GATA4	LINC01054
GATA4	LINC01289
GATA4	MRGPRX2
GATA4	OR10G2
GATA4	OR1D2
GATA4	OR2T2
GATA4	TFAP2C
GATA4	TMPRSS11GP
GATA4	PLD5
GATA4	NDST4
GATA4	MT3
GATA4	FAM181A
GATA4	FGF12
GATA4	TCERG1L
GATA4	FRMD1
GATA4	TMEM244
GATA4	LINC00702
GATA4	SLC22A8
GATA4	ANKRD30BL
GATA5	C1QTNF1-AS1
GATA5	EFNA2
GATA5	LINC01104
GATA5	LMNTD1
GATA5	ADGRA1
GATA5	HOXA-AS3
GATA5	HOXA6
GATA5	HOXB8
GATA5	KCNH2
GATA5	LHX1
GATA5	LPCAT3
GATA5	NR0B1
GATA5	TFR2
GATA5	TPM1
GATA5	ECEL1
GATA5	EPN3
GATA5	FGFR3
GATA5	GATA5
GATA5	GRM4
GATA5	HOXA3
GATA5	KLF15
GATA5	LINC00461
GATA5	NKX2-3
GATA5	SMIM1
GATA5	SOX21
GATA5	ZFPM1
GATA5	ADAMTS5
GATA5	ADCY2
GATA5	AHSG
GATA5	C1QL1
GATA5	DMBX1
GATA5	DNAJC22
GATA5	FOXF2
GATA5	GRIA1
GATA5	HCN4
GATA5	HES5
GATA5	HOXB3
GATA5	LINC00982
GATA5	MARCH4
GATA5	PIEZO2
GATA5	POU3F1
GATA5	RIPPLY1
GATA5	SYBU
GATA5	EPOR
GATA5	FOXI3
GATA5	KLK7
GATA5	SYCN
GATA5	TNNT2
GATA5	C10orf126
GATA5	LINC00636
GATA5	ST6GALNAC1
GATA5	ANKRD30BL
GATA5	C1QL4
GATA5	COL18A1-AS2
GATA5	DMTN
GATA5	DSCAM-AS1
GATA5	DYNLL2
GATA5	FAM65C
GATA5	GABRA1
GATA5	GAD2
GATA5	HK1
GATA5	LINC01123
GATA5	MEIS2
GATA5	MNX1
GATA5	NKX2-6
GATA5	NWD2
GATA5	PAX2
GATA5	PROX1
GATA5	RRAGD
GATA5	SLC6A9
GATA5	SMPX
GATA5	TBX2
GATA5	TNFRSF19
GATA5	WNT7B
GATA5	CDH10
GATA5	ACVR1
GATA5	CAMSAP3
GATA5	FHL2
GATA5	HOXA10-HOXA9
GATA5	HOXB13
GATA5	KCNJ12
GATA5	LHX5
GATA5	MAFA
GATA5	NFIX
GATA5	RBMS3-AS3
GATA5	SLC6A8
GATA5	TMEM117
GATA5	CTCFL
GATA5	ADGRB3
GATA5	APOBEC3C
GATA5	ARHGAP6
GATA5	CTRB2
GATA5	DRGX
GATA5	DSPP
GATA5	ERMAP
GATA5	FAM26E
GATA5	FAM83A
GATA5	H2AFY
GATA5	HMBS
GATA5	HPSE2
GATA5	HSD3B2
GATA5	LINC00309
GATA5	OTOP2
GATA5	OVOL1-AS1
GATA5	PRSS55
GATA5	ROS1
GATA5	SDC4P
GATA5	ST8SIA6
GATA5	TAC3
GATA5	TJP2
GATA5	TNXA
GATA5	UCN3
GATA5	UGT1A3
GATA5	VWF
GATA5	ZMAT4
GATA6	AQP2
GATA6	FAM46D
GATA6	GATA6
GATA6	LRRC7
GATA6	NPY2R
GATA6	OR10G4
GATA6	TBX22
GATA6	TPTE
GATA6	C7orf62
GATA6	CTCFL
GATA6	SMPX
GATA6	CCDC85A
GATA6	CHRNA1
GATA6	COL9A1
GATA6	DCHS2
GATA6	DSG4
GATA6	FAP
GATA6	KCNK1
GATA6	LINC00691
GATA6	LINC01549
GATA6	NEBL
GATA6	PGA5
GATA6	RIMS1
GATA6	SLC35F1
GATA6	TBX2
GATA6	TMEM45A
GATA6	CLDN16
GATA6	HRCT1
GATA6	LINC00486
GATA6	OR6K3
GATA6	SEMA3E
GATA6	ASCL1
GATA6	C1orf61
GATA6	C6
GATA6	CGA
GATA6	CNTN4
GATA6	CYP4F30P
GATA6	FABP6
GATA6	FAM189A1
GATA6	FAM78B
GATA6	GABRA3
GATA6	GCKR
GATA6	GRIK4
GATA6	H2AFY
GATA6	HES1
GATA6	LINC00880
GATA6	LINC01397
GATA6	OR10J5
GATA6	PKDCC
GATA6	PTCH1
GATA6	SLC6A19
GATA6	SP5
GATA6	TGFBR3
GATA6	VSTM2L
GATA6	CELA2A
GATA6	CLDN2
GATA6	IL22
GATA6	TMPRSS11F
GATA6	UCN3
GATA6	MAGI1-AS1
GATA6	SPERT
GATA6	HES5
GATA6	OR2AT4
GATA6	SLC5A4
GATA6	C1QTNF1-AS1
GATA6	CDH6
GATA6	COL18A1-AS2
GATA6	FHL2
GATA6	GATA4
GATA6	LINC01264
GATA6	A1CF
GATA6	ABCG5
GATA6	C10orf113
GATA6	CADM1
GATA6	CPLX4
GATA6	CTNNA3
GATA6	CTRB2
GATA6	EMILIN3
GATA6	HNF4G
GATA6	HSD3B2
GATA6	IL20
GATA6	LINC01423
GATA6	MEIS1-AS3
GATA6	PCSK9
GATA6	RGS8
GATA6	ST8SIA1
GATA6	ZCCHC13
GATA6	ACTC1
GATA6	ALCAM
GATA6	HSD3B1
GATA6	NUAK1
GATA6	TM4SF5
GCM1	FAM183CP
GCM1	FOXD3-AS1
GCM1	OR1I1
GCM1	PFN3
GCM1	SLC13A2
GCM2	CDH3
GCM2	CHN1
GCM2	EPHA5-AS1
GCM2	FAM182B
GCM2	GABRQ
GCM2	LINC00365
GCM2	NETO2
GCM2	NEUROD2
GCM2	SPRN
GCM2	TDGF1P3
GCM2	TENM3
GCM2	TMEM215
GCM2	TPTE
GCM2	APCDD1L-AS1
GLI1	FAM20A
GLI1	GLI1
GLI1	OSBPL1A
GLI1	PLEKHG6
GLI1	KCNG2
GLI1	CERK
GLI1	EGOT
GLI1	PGLYRP2
GLI1	PPM1F
GLI1	RBP2
GLI1	WNT4
GLI1	FAM53B-AS1
GLI1	NPBWR2
GLI1	SLC26A3
GLI2	CD80
GLI2	FAM169B
GLI2	STON1-GTF2A1L
GLI3	AADACP1
GLI3	ADAMTS9-AS1
GLI3	ANTXR1
GLI3	CAV2
GLI3	CCL18
GLI3	CD248
GLI3	CHL1
GLI3	CORO2B
GLI3	EPB41L4B
GLI3	FAT1
GLI3	FBXO17
GLI3	FRMD6
GLI3	FST
GLI3	FSTL1
GLI3	ISLR
GLI3	LGR6
GLI3	LIFR
GLI3	LINGO1
GLI3	MEG3
GLI3	NALCN
GLI3	NF1P2
GLI3	NFIA-AS1
GLI3	NTRK3
GLI3	PLEKHG1
GLI3	PMEPA1
GLI3	PTH1R
GLI3	RNF152
GLI3	RXRG
GLI3	SEMA6D
GLI3	SLC38A3
GLI3	SLCO2B1
GLI3	SULF1
GLI3	THSD7B
GLI3	THY1
GLI3	TIMP3
GLI3	ZNF595
GLI3	HR
GLI3	INSC
GLI3	MCAM
GLI3	NRXN3
GLI3	TSKU
GLI3	BMP4
GLI3	GABRE
GLI3	SALL2
GLI3	C14orf39
GLI3	C4B
GLI3	CYP4F12
GLI3	DPEP1
GLI3	DYNC1I1
GLI3	EFNB1
GLI3	KCND2
GLI3	KIAA1211L
GLI3	KIAA1217
GLI3	MRO
GLI3	MTUS1
GLI3	NLGN1
GLI3	NXF4
GLI3	PDGFRA
GLI3	PDLIM3
GLI3	PPP2R2C
GLI3	PRRX1
GLI3	PTCH1
GLI3	SOX18
GLI3	STOX2
GLI3	WNT7B
GLI3	ZNF774
GLIS1	ACTBL2
GLIS1	CSHL1
GLIS1	LRRC3B
GLIS1	RNY4
GPD1	CALCR
GPD1	CLDN11
GPD1	GPD1
GPD1	GPR139
GPD1	HHATL
GPD1	LINC01158
GPD1	MYL3
GPD1	PRLHR
GPD1	SLC8A2
GPD1	ZIC4
GRHPR	HYAL2
GRHPR	MTSS1L
GRHPR	TPTE2
GRHPR	TRAF7
GSC	CACNA1S
GSC	GSC
GSC	KCNG4
GSC	LINC00543
GSC	LINC00930
GSC	TBX20
GSC	IGDCC3
GSC2	CT62
GSC2	GSC2
GSC2	LACTBL1
GSC2	GALNTL5
GSC2	NYX
GSC2	PCA3
GSC2	PRNT
GSC2	TMCO5A
GSC2	WFIKKN2
GSC2	CCDC33
GSC2	CCDC177
GSC2	HMX3
GSC2	LYPD2
GSC2	MUC2
GSC2	C10orf99
GSC2	C7orf77
GSC2	CACNG3
GSC2	CSH2
GSC2	CSHL1
GSC2	FAM26D
GSC2	FOXD3-AS1
GSC2	GNAT1
GSC2	HAO1
GSC2	HOXD12
GSC2	KC6
GSC2	KCNH6
GSC2	KRTAP19-8
GSC2	LINC00518
GSC2	OPN5
GSC2	PRICKLE2-AS3
GSC2	TBX2-AS1
GSC2	TCP11X2
GSC2	TMEM244
GSC2	ZIC2
GSC2	PAUPAR
GSX1	FTCDNL1
GSX1	GABRB2
GSX1	GSX1
GSX1	HOXC5
GSX1	HOXD13
GSX1	MGST1
GSX1	MITF
GSX1	NETO2
GSX1	YBX3
GSX1	CISTR
GSX1	EGR1
GSX1	FOSB
GSX1	GALNT11
GSX1	HOXB2
GSX1	HOXC13
GSX1	KCTD8
GSX1	LINC00623
GSX1	LMNA
GSX1	NT5DC3
GSX1	ROBO3
GSX1	SDC1
GSX1	SDC4
GSX1	SOCS2
GSX1	SP9
GSX1	TH
GSX1	TMTC2
GSX1	UGT1A4
GSX1	WDFY3
GSX1	ZC4H2
GTF2B	C1orf52
GTF2B	CALM2
GTF2B	DACT2
GTF2B	MED8
GTF2B	RPA2
GTF2B	SEP15
GTF2F1	ADD3
GTF2F1	C19orf48
GTF2F1	C19orf52
GTF2F1	CALCB
GTF2F1	CCDC85B
GTF2F1	CHID1
GTF2F1	CHRM4
GTF2F1	CPNE1
GTF2F1	DNPEP
GTF2F1	ECE2
GTF2F1	ECSIT
GTF2F1	EEF1D
GTF2F1	EIF3I
GTF2F1	EIF3K
GTF2F1	EIF5A
GTF2F1	ELAC2
GTF2F1	GTF2F1
GTF2F1	HS6ST2
GTF2F1	HSPBP1
GTF2F1	INO80B-WBP1
GTF2F1	KTI12
GTF2F1	LINC01231
GTF2F1	LONP1
GTF2F1	LRRC41
GTF2F1	LSM8
GTF2F1	MED25
GTF2F1	MED27
GTF2F1	METRN
GTF2F1	MRPL54
GTF2F1	MVB12A
GTF2F1	NELFE
GTF2F1	NXT1
GTF2F1	PEF1
GTF2F1	PHB2
GTF2F1	POLRMT
GTF2F1	PPP6R1
GTF2F1	PRKCSH
GTF2F1	PRPF19
GTF2F1	PRPF6
GTF2F1	RAVER1
GTF2F1	RNFT1
GTF2F1	RPL8
GTF2F1	RPS16
GTF2F1	RPS5
GTF2F1	SART1
GTF2F1	SF3B2
GTF2F1	SF3B4
GTF2F1	SF3B5
GTF2F1	SLC3A2
GTF2F1	SOX11
GTF2F1	STEAP4
GTF2F1	THAP11
GTF2F1	TOMM40
GTF2F1	TSNAX
GTF2F1	URM1
GTF2F1	USE1
GTF2F1	WDR18
GTF2F1	WDR24
GTF2F1	YIPF2
GTF2F1	ZNF408
GTF2F1	ZNF598
GTF2F1	ZNHIT2
GTF2F1	AAR2
GTF2F1	ABT1
GTF2F1	ACOT7
GTF2F1	AKT1S1
GTF2F1	ARFGAP2
GTF2F1	ARMC5
GTF2F1	ATXN7L2
GTF2F1	BABAM1
GTF2F1	C12orf10
GTF2F1	CCDC94
GTF2F1	CD320
GTF2F1	CLPP
GTF2F1	CUEDC2
GTF2F1	DDX49
GTF2F1	DOHH
GTF2F1	EEF2
GTF2F1	ELP5
GTF2F1	EXOC3-AS1
GTF2F1	FTSJ1
GTF2F1	GPR137
GTF2F1	HDGFRP2
GTF2F1	HSD11B1L
GTF2F1	KEAP1
GTF2F1	LRRC47
GTF2F1	MRPL38
GTF2F1	MYBBP1A
GTF2F1	NCLN
GTF2F1	NDUFB7
GTF2F1	NDUFV1
GTF2F1	NELFA
GTF2F1	NOL6
GTF2F1	NUBP2
GTF2F1	NUDC
GTF2F1	PCSK4
GTF2F1	PES1
GTF2F1	PHB
GTF2F1	PHTF2
GTF2F1	PMPCA
GTF2F1	POLDIP2
GTF2F1	PPP2R1A
GTF2F1	PRPF31
GTF2F1	PSMD8
GTF2F1	PUF60
GTF2F1	RBM42
GTF2F1	REXO4
GTF2F1	RNPS1
GTF2F1	RPL28
GTF2F1	RPLP2
GTF2F1	RRP9
GTF2F1	SGTA
GTF2F1	SLC35A5
GTF2F1	SPATA2
GTF2F1	SPNS1
GTF2F1	SRF
GTF2F1	TBL3
GTF2F1	TCF25
GTF2F1	TIMM22
GTF2F1	TIMM44
GTF2F1	UBE2M
GTF2F1	UBXN1
GTF2F1	VPS51
GTF2F1	XAB2
GTF2F1	YIF1A
GTF2F1	ZNF593
GTF2F1	ADCK3
GTF2F1	AHCY
GTF2F1	ALX3
GTF2F1	AURKAIP1
GTF2F1	C1GALT1
GTF2F1	CBX4
GTF2F1	CDH22
GTF2F1	CPLX1
GTF2F1	DCAF11
GTF2F1	DNAJC9-AS1
GTF2F1	EXOSC4
GTF2F1	FBRS
GTF2F1	GNAS
GTF2F1	HARS
GTF2F1	ISLR2
GTF2F1	LINC01105
GTF2F1	MTMR9LP
GTF2F1	NDUFS3
GTF2F1	POLR2A
GTF2F1	PSMB7
GTF2F1	PSMC5
GTF2F1	RNF113A
GTF2F1	RNF141
GTF2F1	RPL32
GTF2F1	SERPINH1
GTF2F1	SLC25A11
GTF2F1	TRAF7
GTF2F1	VGF
GTF2F1	WDR74
GTF2F1	ZDHHC1
GTF2F1	ZNF503
GTF2F1	ZNF653
GTF2F1	ADPRHL2
GTF2F1	AP3D1
GTF2F1	BOLA2B
GTF2F1	BRD2
GTF2F1	C17orf89
GTF2F1	COASY
GTF2F1	DDOST
GTF2F1	ELOVL5
